timestamp,voltage_a,voltage_b,voltage_c,current_a,current_b,current_c,power,load,temperature
2026-09-16 17:00:00,10.009,10.0089,10.0713,59.106,59.119,60.571,240.5,259.38,8.3
2026-09-16 17:15:00,10.0496,9.9842,9.9719,59.143,56.131,60.242,243.13,258.29,10.47
2026-09-16 17:30:00,9.9992,9.9541,10.0785,59.714,59.104,61.679,244.65,260.38,12.07
2026-09-16 17:45:00,9.9894,10.0065,10.0104,61.312,58.45,61.211,246.75,257.95,14.4
2026-09-16 18:00:00,9.958,9.9745,9.9775,58.264,57.847,62.097,236.27,259.51,15.78
2026-09-16 18:15:00,10.0015,10.023,9.977,59.045,58.339,61.916,242.59,260.63,18.09
2026-09-16 18:30:00,9.9933,9.9901,10.0541,59.275,59.573,60.628,244.3,257.44,19.89
2026-09-16 18:45:00,9.9821,9.9663,10.012,59.032,59.696,58.835,246.91,263.06,21.5
2026-09-16 19:00:00,10.0531,9.9998,10.0542,59.098,59.129,60.146,242.31,258.83,23.01
2026-09-16 19:15:00,10.0016,10.009,10.0654,59.721,60.078,62.177,250.05,258.95,24.42
2026-09-16 19:30:00,10.0048,9.9933,10.0149,59.155,58.474,60.99,242.0,260.85,25.79
2026-09-16 19:45:00,9.9415,9.9839,9.9328,59.304,58.896,62.147,238.83,264.33,27.36
2026-09-16 20:00:00,10.0439,9.9918,10.0178,59.23,58.458,60.317,247.51,259.0,28.36
2026-09-16 20:15:00,9.9925,9.992,10.0899,60.334,58.784,61.737,242.98,258.97,29.64
2026-09-16 20:30:00,10.0104,10.0025,10.0219,62.891,57.266,63.382,242.99,261.71,30.79
2026-09-16 20:45:00,9.9732,10.0068,9.9623,59.629,59.904,62.032,237.16,268.02,31.46
2026-09-16 21:00:00,10.0257,10.0054,10.0863,60.706,59.057,62.885,241.21,266.43,32.57
2026-09-16 21:15:00,10.0211,9.938,9.9249,60.035,59.428,61.647,247.48,266.02,33.31
2026-09-16 21:30:00,9.9909,10.0087,9.9676,61.605,59.954,62.141,246.61,264.06,34.41
2026-09-16 21:45:00,9.9876,9.9647,9.9851,62.61,61.108,62.94,248.12,265.95,35.02
2026-09-16 22:00:00,9.9844,10.0503,10.0499,61.369,59.662,63.456,255.55,271.22,36.0
2026-09-16 22:15:00,10.0018,9.9962,10.0376,62.469,62.251,63.837,251.66,270.44,36.86
2026-09-16 22:30:00,10.017,10.0123,9.9714,63.969,61.501,66.113,255.85,278.31,38.28
2026-09-16 22:45:00,9.9889,10.0253,10.0058,62.732,63.258,65.592,263.05,279.87,38.02
2026-09-16 23:00:00,9.9756,10.0009,10.0583,64.686,64.616,66.575,265.56,283.93,38.87
2026-09-16 23:15:00,10.0073,9.9829,10.0208,65.852,65.953,67.703,264.93,288.06,39.14
2026-09-16 23:30:00,10.0696,9.9387,9.9842,65.956,66.03,68.568,271.12,291.88,39.99
2026-09-16 23:45:00,10.0034,9.9461,10.0238,67.024,66.995,69.504,280.83,294.3,40.93
2026-09-17 00:00:00,9.9668,9.984,10.0328,68.336,67.938,70.87,284.77,300.12,41.71
2026-09-17 00:15:00,10.0187,9.9801,9.956,70.948,69.271,74.157,289.46,314.06,41.97
2026-09-17 00:30:00,9.983,9.9485,9.9406,73.645,72.189,73.57,291.82,316.23,42.32
2026-09-17 00:45:00,9.9693,9.9782,10.0057,73.357,71.923,77.065,296.0,318.14,42.59
2026-09-17 01:00:00,10.0121,9.9993,10.0678,74.29,75.189,77.985,299.33,328.67,43.17
2026-09-17 01:15:00,10.0381,10.0243,9.9929,77.233,73.267,77.826,311.12,333.7,44.22
2026-09-17 01:30:00,9.9692,9.9798,10.0225,77.331,75.048,81.011,314.24,335.29,44.52
2026-09-17 01:45:00,9.9473,9.9874,9.9678,78.204,74.266,79.474,316.0,339.02,45.03
2026-09-17 02:00:00,10.0351,9.9816,9.9595,77.823,77.236,81.596,315.44,344.19,45.73
2026-09-17 02:15:00,9.9559,9.8976,9.951,78.775,75.157,81.278,320.37,342.92,45.6
2026-09-17 02:30:00,10.035,10.0054,10.0111,76.588,75.962,80.471,319.15,345.31,45.97
2026-09-17 02:45:00,10.041,10.028,10.019,78.568,76.752,81.647,316.28,344.25,46.6
2026-09-17 03:00:00,10.0354,9.9859,9.9834,78.281,75.798,80.441,314.18,341.51,46.65
2026-09-17 03:15:00,10.0602,10.0338,10.0525,77.099,76.079,80.6,317.33,339.62,47.23
2026-09-17 03:30:00,10.0481,10.0465,10.0297,76.986,73.828,80.188,313.11,336.04,47.9
2026-09-17 03:45:00,9.9871,9.9525,9.9594,75.253,74.782,78.321,311.03,334.49,48.35
2026-09-17 04:00:00,10.0419,10.0025,9.9966,75.548,74.099,77.982,298.54,326.32,48.11
2026-09-17 04:15:00,10.0195,9.9602,10.0469,72.064,71.195,75.306,299.26,316.29,48.12
2026-09-17 04:30:00,10.0117,10.0281,9.971,72.733,72.179,74.966,293.88,313.56,48.27
2026-09-17 04:45:00,10.0025,10.0433,9.986,70.54,68.895,75.031,292.21,311.96,48.95
2026-09-17 05:00:00,9.9946,10.0235,10.0516,69.84,67.931,71.984,281.28,301.52,48.98
2026-09-17 05:15:00,10.0327,9.9896,10.0175,68.625,65.209,71.383,281.1,299.67,48.89
2026-09-17 05:30:00,10.0075,9.9787,9.9729,67.491,64.7,70.623,278.3,292.73,49.1
2026-09-17 05:45:00,10.0001,9.9601,9.9953,65.438,64.566,68.27,269.77,293.84,49.19
2026-09-17 06:00:00,10.0259,9.9811,10.0602,66.087,63.118,67.421,267.12,284.98,49.49
2026-09-17 06:15:00,9.9221,10.013,9.9681,64.144,62.761,66.111,264.42,282.19,48.84
2026-09-17 06:30:00,10.0091,9.989,10.0838,64.583,63.645,66.409,260.54,274.39,49.16
2026-09-17 06:45:00,9.9853,10.006,10.0221,64.574,62.081,63.443,255.26,275.76,49.3
2026-09-17 07:00:00,9.9231,10.0187,9.9455,63.399,61.347,64.978,255.89,275.65,49.36
2026-09-17 07:15:00,10.0069,10.0151,9.9942,62.39,62.369,63.495,252.25,271.28,49.4
2026-09-17 07:30:00,9.9761,10.0132,10.0764,62.574,60.342,63.794,257.28,275.41,49.28
2026-09-17 07:45:00,9.9675,10.0492,9.9901,62.845,61.525,64.188,255.98,277.07,49.23
2026-09-17 08:00:00,10.0111,9.9666,9.9776,62.948,63.194,66.183,256.28,275.67,49.73
2026-09-17 08:15:00,9.9557,10.0385,9.98,64.173,61.961,67.257,259.56,281.71,49.6
2026-09-17 08:30:00,10.0416,9.9356,9.951,64.652,64.535,68.629,264.41,282.43,49.14
2026-09-17 08:45:00,9.9907,10.0649,9.9859,67.287,64.102,67.381,266.26,292.34,49.68
2026-09-17 09:00:00,9.997,9.9617,10.0157,65.238,65.278,69.653,273.82,293.99,49.63
2026-09-17 09:15:00,10.0125,10.001,10.0257,69.241,67.422,71.514,279.9,299.7,49.54
2026-09-17 09:30:00,10.0226,9.9615,9.9866,72.022,69.825,73.213,285.01,308.68,50.03
2026-09-17 09:45:00,10.0076,9.9445,10.0254,72.05,69.818,72.895,291.27,315.04,49.98
2026-09-17 10:00:00,10.0694,9.9676,9.9978,74.838,71.018,74.889,300.29,321.5,49.57
2026-09-17 10:15:00,9.949,9.9599,9.9688,76.302,75.121,77.454,305.94,327.09,50.93
2026-09-17 10:30:00,10.0121,9.9989,9.9725,76.781,76.295,78.818,316.2,336.06,50.49
2026-09-17 10:45:00,9.9815,10.0287,9.9752,79.241,76.828,80.557,320.79,340.35,50.82
2026-09-17 11:00:00,10.0075,10.0029,10.0068,80.767,78.282,81.248,325.45,350.14,50.55
2026-09-17 11:15:00,10.0158,10.0083,10.0138,81.167,79.239,83.432,328.84,356.29,51.0
2026-09-17 11:30:00,10.0016,10.0856,9.9642,81.935,80.611,83.06,336.95,361.24,51.57
2026-09-17 11:45:00,10.0489,10.0409,9.979,82.398,80.83,84.411,335.93,357.03,50.54
2026-09-17 12:00:00,10.0508,9.9681,9.9667,83.279,79.507,82.863,334.09,366.06,51.97
2026-09-17 12:15:00,10.005,10.0122,9.9841,83.499,81.174,85.329,335.62,359.65,51.62
2026-09-17 12:30:00,9.9992,10.0145,9.9837,80.741,81.042,85.243,335.08,354.36,51.28
2026-09-17 12:45:00,10.0494,10.0106,9.9832,80.678,78.348,82.283,328.54,355.54,52.03
2026-09-17 13:00:00,9.9851,9.9609,10.0507,79.67,79.413,82.393,326.79,349.95,52.19
2026-09-17 13:15:00,10.0319,10.0514,10.0047,77.625,76.994,80.708,320.44,344.77,52.06
2026-09-17 13:30:00,10.0258,10.0053,10.0213,76.149,75.385,79.931,312.66,335.39,51.83
2026-09-17 13:45:00,9.9766,10.0769,9.9473,75.993,73.164,77.648,311.81,331.19,51.49
2026-09-17 14:00:00,10.0623,9.9713,10.0002,75.255,72.672,75.356,299.54,324.05,52.14
2026-09-17 14:15:00,9.9552,10.0031,9.9342,71.27,70.459,74.589,290.64,315.23,52.04
2026-09-17 14:30:00,10.0174,9.9742,10.0549,70.011,69.763,72.062,288.03,304.12,52.01
2026-09-17 14:45:00,9.9469,10.0027,9.9791,69.14,65.031,72.015,278.78,297.81,52.02
2026-09-17 15:00:00,10.031,9.9781,10.0075,66.019,65.212,70.012,274.78,294.66,51.95
2026-09-17 15:15:00,10.0004,10.0307,10.0241,66.349,64.477,68.323,269.04,288.24,51.74
2026-09-17 15:30:00,10.0143,10.0425,10.0021,64.06,63.153,65.77,264.81,280.2,51.85
2026-09-17 15:45:00,9.9877,9.9989,10.0203,63.63,61.519,64.718,257.58,281.02,51.63
2026-09-17 16:00:00,9.9824,10.0047,10.02,62.685,63.421,63.001,258.02,268.87,51.53
2026-09-17 16:15:00,10.0185,10.0283,9.954,62.934,59.618,63.216,247.49,272.54,51.2
2026-09-17 16:30:00,10.071,10.0313,9.9971,60.191,61.668,63.515,249.36,268.55,50.76
2026-09-17 16:45:00,9.9725,9.9342,9.9627,60.953,59.398,63.134,247.46,270.77,51.01
2026-09-17 17:00:00,10.0532,9.9946,10.0017,58.497,57.79,61.586,238.64,263.35,50.76
2026-09-17 17:15:00,9.955,9.9363,10.0075,56.98,57.446,62.689,242.33,262.09,50.65
2026-09-17 17:30:00,9.9953,9.9592,10.0047,59.497,58.69,62.493,243.48,261.39,51.43
2026-09-17 17:45:00,9.9767,10.0161,10.0703,59.669,59.769,60.239,240.69,267.13,51.16
2026-09-17 18:00:00,9.968,9.9842,9.9779,60.127,58.339,61.508,241.31,261.04,50.68
2026-09-17 18:15:00,10.0337,9.975,10.0328,58.589,57.184,61.153,243.82,256.16,51.1
2026-09-17 18:30:00,10.0125,10.0105,10.0447,58.473,58.701,62.511,240.73,261.33,50.36
2026-09-17 18:45:00,10.0264,10.0192,9.981,60.188,58.131,60.276,244.4,259.94,50.37
2026-09-17 19:00:00,10.0409,9.9617,10.0011,60.586,56.672,61.157,241.26,257.58,50.28
2026-09-17 19:15:00,9.9025,9.984,9.9856,59.612,59.034,62.081,236.16,256.85,50.25
2026-09-17 19:30:00,9.993,10.0188,10.0173,60.287,58.102,60.38,240.34,255.64,50.36
2026-09-17 19:45:00,9.9937,10.0175,10.0302,58.439,58.5,61.942,242.28,258.66,50.27
2026-09-17 20:00:00,9.9682,9.9865,10.0008,59.851,58.27,60.637,243.05,262.49,50.35
2026-09-17 20:15:00,10.003,9.9838,10.0062,61.621,58.918,61.469,238.73,264.32,50.15
2026-09-17 20:30:00,10.0085,10.0438,10.051,59.757,59.407,61.751,248.1,265.77,49.63
2026-09-17 20:45:00,9.9872,9.9999,9.9874,59.969,59.26,60.919,247.22,266.12,50.15
2026-09-17 21:00:00,9.9582,9.9851,10.0351,61.392,57.961,63.111,246.32,260.23,49.76
2026-09-17 21:15:00,9.9448,10.0326,9.9754,61.216,59.47,61.65,250.92,267.07,49.98
2026-09-17 21:30:00,10.0052,10.0378,9.982,58.638,59.516,61.761,247.27,267.14,49.91
2026-09-17 21:45:00,10.0112,10.0494,10.003,61.483,58.897,63.423,247.79,265.98,49.75
2026-09-17 22:00:00,10.0163,9.9463,10.04,63.167,61.525,64.624,250.79,268.21,49.97
2026-09-17 22:15:00,10.0639,9.9296,9.9578,61.642,60.431,63.323,254.89,270.87,49.5
2026-09-17 22:30:00,9.9612,10.0347,9.9737,62.336,61.946,65.177,255.3,275.45,49.69
2026-09-17 22:45:00,9.9598,9.9619,9.9731,63.355,63.585,65.282,266.81,282.79,49.65
2026-09-17 23:00:00,9.9721,9.9832,9.9969,64.04,62.28,66.828,263.63,283.16,50.08
2026-09-17 23:15:00,9.9871,9.9913,10.0306,64.363,63.791,67.068,267.5,291.17,49.92
2026-09-17 23:30:00,9.9749,10.0277,9.9912,66.916,64.185,68.454,275.31,294.29,49.37
2026-09-17 23:45:00,9.9767,9.9759,10.0255,67.278,65.536,69.814,278.23,299.47,49.87
2026-09-18 00:00:00,9.9424,10.0122,9.9892,69.314,67.336,72.64,285.83,300.11,49.5
2026-09-18 00:15:00,10.039,9.993,10.0097,69.541,69.233,72.301,289.22,315.15,49.6
2026-09-18 00:30:00,9.9761,10.05,9.9704,71.848,70.168,74.505,294.33,315.24,50.4
2026-09-18 00:45:00,10.0011,9.9989,9.9621,74.801,72.636,74.431,298.7,323.39,49.88
2026-09-18 01:00:00,9.9505,10.0186,10.0293,75.208,73.549,76.807,310.7,326.64,50.22
2026-09-18 01:15:00,9.9802,9.9595,9.9388,76.55,76.359,79.19,308.25,333.92,50.44
2026-09-18 01:30:00,10.0028,9.9534,9.9493,76.415,73.651,79.373,313.33,339.58,50.91
2026-09-18 01:45:00,9.974,10.0135,10.0311,76.729,74.781,78.772,315.3,341.3,50.62
