timestamp,voltage_a,voltage_b,voltage_c,current_a,current_b,current_c,power,load,temperature
2026-09-16 17:00:00,10.0003,9.9777,10.0588,60.414,59.683,62.1,246.05,264.25,7.96
2026-09-16 17:15:00,10.0639,9.9828,10.0034,59.469,58.758,61.474,240.83,261.43,10.21
2026-09-16 17:30:00,10.0577,10.0211,10.0027,60.889,59.871,60.843,242.85,262.48,13.13
2026-09-16 17:45:00,9.9737,10.0456,10.0432,59.61,58.902,61.476,238.86,262.65,14.66
2026-09-16 18:00:00,10.0051,10.0161,10.004,57.233,58.509,61.846,242.58,262.79,16.17
2026-09-16 18:15:00,9.9581,9.9432,9.9609,60.213,57.666,61.799,240.88,257.47,18.43
2026-09-16 18:30:00,9.963,9.9934,10.0225,59.335,60.132,60.369,243.73,261.81,19.61
2026-09-16 18:45:00,9.9994,9.9792,10.0085,60.194,58.24,61.486,247.09,263.05,21.39
2026-09-16 19:00:00,10.0287,9.9682,9.9646,60.227,58.585,62.116,239.39,264.37,23.08
2026-09-16 19:15:00,10.0384,9.9406,9.9317,59.156,59.77,61.179,242.64,260.93,24.37
2026-09-16 19:30:00,10.0061,10.0711,10.0117,59.092,57.238,59.655,237.04,258.43,26.01
2026-09-16 19:45:00,9.9943,9.9961,9.9324,60.857,58.679,62.939,235.26,261.01,27.14
2026-09-16 20:00:00,10.0152,10.008,10.0303,60.091,59.533,60.975,241.52,263.64,28.81
2026-09-16 20:15:00,9.9099,10.0322,10.0336,59.37,58.662,63.11,244.46,262.46,29.84
2026-09-16 20:30:00,9.9532,10.0467,10.0439,60.22,57.695,61.587,244.04,262.67,30.63
2026-09-16 20:45:00,10.0456,9.9673,9.9956,61.012,59.176,62.005,242.42,264.65,31.82
2026-09-16 21:00:00,9.9717,10.0483,9.9445,59.69,59.492,61.044,244.75,264.44,33.12
2026-09-16 21:15:00,10.077,10.0109,9.9727,59.804,60.156,61.304,244.01,262.04,33.97
2026-09-16 21:30:00,9.996,10.0664,10.0754,61.487,59.743,64.69,248.71,266.87,34.23
2026-09-16 21:45:00,9.9975,9.9704,9.9601,61.603,60.449,62.672,253.81,267.47,35.04
2026-09-16 22:00:00,10.0198,10.0084,9.9519,63.566,60.188,64.064,249.14,273.75,36.21
2026-09-16 22:15:00,10.0316,10.0297,10.0372,62.17,60.465,64.832,254.88,276.73,36.87
2026-09-16 22:30:00,9.9701,9.9579,9.9562,63.014,61.741,65.654,257.83,271.26,37.11
2026-09-16 22:45:00,9.9667,9.977,9.9782,65.256,62.824,65.427,264.63,280.92,38.56
2026-09-16 23:00:00,9.9796,10.023,9.9991,65.639,63.449,66.753,265.13,281.25,39.0
2026-09-16 23:15:00,9.9912,10.0465,10.0315,67.287,63.435,69.375,268.74,286.93,39.75
2026-09-16 23:30:00,10.0298,10.0149,10.0166,66.437,65.666,69.862,280.55,293.45,39.97
2026-09-16 23:45:00,10.0234,10.0055,9.9792,68.013,68.281,69.673,279.32,297.08,40.78
2026-09-17 00:00:00,9.9633,10.0111,10.0199,70.637,70.023,71.654,286.6,300.0,40.99
2026-09-17 00:15:00,9.9706,10.0376,9.9663,70.174,67.555,73.745,290.31,311.47,42.07
2026-09-17 00:30:00,10.0523,9.9854,9.9331,72.41,70.865,75.261,292.7,318.43,41.77
2026-09-17 00:45:00,10.0558,9.9761,10.0114,74.142,72.292,74.143,303.2,324.02,42.9
2026-09-17 01:00:00,9.9724,9.9471,9.9469,74.592,73.716,77.245,302.68,333.21,43.48
2026-09-17 01:15:00,10.0662,9.9841,9.9721,76.565,73.467,77.634,303.56,329.62,44.39
2026-09-17 01:30:00,10.0425,9.9992,10.0164,76.863,76.387,78.731,310.28,335.3,44.44
2026-09-17 01:45:00,10.0273,9.9485,10.0163,77.526,74.951,78.502,315.73,341.3,44.87
2026-09-17 02:00:00,10.0,10.0513,9.9813,78.529,77.994,80.476,319.73,344.74,45.75
2026-09-17 02:15:00,10.0318,10.025,9.9947,77.889,76.649,80.355,318.84,344.4,46.02
2026-09-17 02:30:00,9.9937,9.9878,10.0041,79.563,76.682,81.446,322.1,340.91,45.67
2026-09-17 02:45:00,9.9847,10.0001,10.0282,79.196,75.683,79.775,318.63,341.25,46.33
2026-09-17 03:00:00,10.0319,9.9658,10.0413,78.387,76.487,81.707,317.51,346.91,47.26
2026-09-17 03:15:00,10.035,9.9432,10.0151,79.525,76.01,80.379,311.89,337.12,47.82
2026-09-17 03:30:00,10.0167,9.977,10.0049,77.14,74.791,78.247,316.23,340.92,47.62
2026-09-17 03:45:00,10.0169,10.0269,9.969,76.039,75.378,78.961,307.77,332.82,47.93
2026-09-17 04:00:00,9.9602,9.9343,9.9912,74.933,72.549,76.588,304.48,327.53,48.22
2026-09-17 04:15:00,9.9926,10.0642,10.0573,74.076,71.386,77.509,295.47,321.42,48.3
